site,date,flue,is_flue_drought,cluster,NR_B1,NR_B2,NR_B3,NR_B4,NR_B5,NR_B6,NR_B7,LST,t2m_era5,ssrd_era5,pcwd_era5,vegtype
NL-Loo,2007-07-30,0.9751041820165098,FALSE,cLS,0.032479999999999995,0.2139,0.01858,0.0385,NA,0.1277,0.057620000000000005,291.35466207666667,286.272247314453,17914316,0,ENF
NL-Loo,2007-07-31,0.9794534672217632,FALSE,cLS,0.028000000000000004,0.2137,0.016599999999999997,0.0385,0.2205,0.1275,NA,291.47932840666664,286.874206542969,15844814,2.49232944957885,ENF
NL-Loo,2007-08-01,0.9906505648011068,FALSE,cLS,NA,0.2134,0.018080000000000002,0.0385,NA,0.1273,0.04916666666666667,294.9653259166667,289.002319335938,23677290,5.26809939819726,ENF
NL-Loo,2007-08-02,0.98945633479931006,FALSE,cLS,NA,NA,0.017400000000000002,NA,0.2201,NA,NA,291.76932373,289.486999511719,16073330,7.88713502402949,ENF
NL-Loo,2007-08-03,0.993509597518148,FALSE,cLS,NA,0.2129,0.017159999999999998,NA,0.2198,0.1269,NA,NA,289.613677978516,17126506,10.4718043520933,ENF
NL-Loo,2007-08-04,1.001834028070131,FALSE,cLS,NA,0.2127,NA,NA,0.2196,0.1268,NA,298.4299927,292.000457763672,24673176,13.2381760423268,ENF
NL-Loo,2007-08-05,1.0015511106581478,FALSE,cLS,0.0288,0.2127,NA,0.0364,0.218,0.1253,NA,303.41998295,294.609069824219,24911458,16.0148034094583,ENF
NL-Loo,2007-08-06,1.000690192372903,FALSE,cLS,0.0287,0.2124,NA,0.0363,0.2176,0.1251,NA,300.21532795999997,294.049407958984,20378602,15.2253035061297,ENF
NL-Loo,2007-08-07,1.0004286620477467,FALSE,cLS,0.0285,0.2152,NA,0.0366,0.2175,0.1265,NA,NA,290.086364746094,7345804,15.2712250979406,ENF
NL-Loo,2007-08-08,0.9955334234208834,FALSE,cLS,NA,NA,0.017,NA,NA,0.1261,0.0515,292.6793284033334,288.996551513672,15226236,17.0497850283323,ENF
NL-Loo,2007-08-09,1.0106199193785022,FALSE,cLS,NA,0.2026,NA,NA,0.2068,0.1257,0.0493,290.4813252866667,289.958648681641,5548330,19.705142496509,ENF
NL-Loo,2007-08-10,1.000443291579223,FALSE,cLS,NA,0.202,0.0169,0.0364,0.2062,0.1252,0.0491,291.8953267466666,290.073455810547,10127106,21.0731854477279,ENF
NL-Loo,2007-08-11,0.9986286216266363,FALSE,cLS,0.0282,NA,0.0169,NA,NA,NA,0.0488,294.0099945,288.779876708984,18466852,23.8417768434546,ENF
NL-Loo,2007-08-12,0.9986664171248542,FALSE,cLS,0.0281,0.2008,0.0169,NA,0.205,NA,NA,298.5,289.869232177734,19884964,25.5457844017483,ENF
NL-Loo,2007-08-13,0.9972775455781816,FALSE,cLS,0.02586,0.2124,0.01774,0.0378,NA,0.1254,0.05349333333333333,NA,289.943206787109,17936540,27.6805138078482,ENF
NL-Loo,2007-08-14,0.9982318772024442,FALSE,cLS,NA,0.214,0.01806,0.0385,0.20627333333333334,0.1235,0.05308,296.13399454000006,291.720367431641,15646414,26.626252866395,ENF
NL-Loo,2007-08-15,0.9997295363423644,FALSE,cLS,0.028720000000000002,NA,0.01714,NA,0.21023333333333333,0.121,NA,NA,293.197387695312,14440888,22.4833961136641,ENF
NL-Loo,2007-08-16,0.996006851825512,FALSE,cLS,0.025140000000000006,0.2131,0.01728,0.0361,0.2186866666666667,NA,0.05290000000000001,293.61932779666665,289.050170898438,16657532,0,ENF
NL-Loo,2007-08-17,0.9976915895165962,FALSE,cLS,0.028659999999999998,NA,0.01482,NA,0.21238666666666667,NA,0.049519999999999995,290.0686604866667,287.708465576172,14977022,0,ENF
NL-Loo,2007-08-18,0.9967073656100895,FALSE,cLS,0.02962,0.2122,NA,0.0364,0.20787333333333338,0.1197,NA,NA,288.983245849609,15650094,2.22787458566211,ENF
NL-Loo,2007-08-19,0.9972606351173756,FALSE,cLS,0.026019999999999998,0.1956,NA,0.0352,0.18443333333333334,0.1204,0.04360666666666667,295.05532735,290.629608154297,11857204,4.86775599013004,ENF
NL-Loo,2007-08-20,1.0003096353375205,FALSE,cLS,NA,0.1955,0.015359999999999999,0.0351,NA,NA,0.04872,NA,289.077758789062,12766338,0.463870008831134,ENF
NL-Loo,2007-08-21,0.9983605549182056,FALSE,cLS,0.02572,0.2171,0.01734,0.0349,NA,0.1222,NA,292.47866109,289.540985107422,8918456,0,ENF
NL-Loo,2007-08-22,0.9984662028890274,FALSE,cLS,0.0246,0.2165,0.015579999999999997,NA,0.21656666666666666,0.1218,0.0446,293.58799539333336,290.629119873047,9914944,1.43706582836069,ENF
NL-Loo,2007-08-23,0.9999543590249604,FALSE,cLS,NA,0.2132,0.018722222222222223,0.0333,0.2277862068965518,32767,NA,289.9453277633333,290.251434326172,12286428,3.46740858396903,ENF
NL-Loo,2007-08-24,0.9988265740207684,FALSE,cLS,0.032522222222222216,0.2126,0.019,0.0332,0.22174482758620687,NA,0.054331034482758625,295.0859944633333,291.558654785156,17465696,6.06523552095167,ENF
NL-Loo,2007-08-25,1.000093496270765,FALSE,cLS,0.030311111111111108,NA,0.017566666666666664,0.0332,NA,32767,0.05523103448275865,296.77998355,290.811370849609,12171402,8.62480026321329,ENF
NL-Loo,2007-08-26,0.9982625695921592,FALSE,cLS,0.03236666666666667,0.2117,0.017011111111111112,0.0329,NA,32767,NA,295.12799377333334,290.115081787109,13616052,10.9421084169395,ENF
NL-Loo,2007-08-27,1.000855917237982,FALSE,cLS,0.0225,NA,NA,0.0317,0.21744666666666662,0.1193,0.04227333333333334,291.08665872333336,288.118377685547,12571914,12.7587837714352,ENF
NL-Loo,2007-08-29,1.0074586658175089,FALSE,cLS,NA,NA,0.014360000000000001,0.0328,NA,0.1188,0.04578,NA,285.968109130859,14636880,17.6522837730745,ENF
NL-Loo,2007-08-30,1.0094747128499355,FALSE,cLS,0.021900000000000003,0.218,0.0126,0.0328,0.21150000000000002,NA,0.04218666666666667,289.72466125,287.707153320312,8741082,18.4136336296971,ENF
NL-Loo,2007-08-31,1.0133926557370485,FALSE,cLS,NA,0.2176,0.014980000000000002,0.0327,0.2169333333333333,0.1178,0.04341333333333333,290.07732443,288.590118408203,7973718,16.890114633153,ENF
NL-Loo,2007-09-01,1.0030873663153703,FALSE,cLS,0.021039999999999996,0.2173,0.012640000000000002,NA,0.21173333333333336,0.1172,0.04096666666666667,291.7766601533333,288.634124755859,13068566,17.7756692986667,ENF
NL-Loo,2007-09-02,1.004236483192842,FALSE,cLS,0.023899999999999998,0.2169,0.01296,0.0326,0.20681999999999998,0.1167,0.04328666666666667,291.20332845,289.681243896484,12124438,0,ENF
NL-Loo,2007-09-03,0.9939922056644408,FALSE,cLS,0.0243,0.2175,0.015560000000000001,0.0347,0.21213333333333337,NA,NA,NA,287.191864013672,15017956,0,ENF
NL-Loo,2007-09-04,0.9938499868976052,FALSE,cLS,0.025740000000000002,0.218,NA,0.0364,0.21652666666666667,0.1155,NA,NA,285.377685546875,14668306,0,ENF
NL-Loo,2007-09-05,1.0093002620324574,FALSE,cLS,0.02768,NA,0.015340000000000001,0.0365,NA,NA,0.04589999999999999,283.39599407,285.482086181641,4839480,0,ENF
NL-Loo,2007-09-06,0.9977039459561092,FALSE,cLS,0.026860000000000002,NA,NA,0.0367,0.2170333333333333,0.1145,0.04881333333333333,NA,289.38916015625,9764538,0.43706853808871,ENF
NL-Loo,2007-09-07,0.99929444663177,FALSE,cLS,NA,0.2159,0.01608,0.0368,0.2210333333333333,NA,NA,291.81199137000004,288.975494384766,9786268,1.17125872159448,ENF
NL-Loo,2007-09-08,1.0039223222132332,FALSE,cLS,0.029199999999999997,NA,0.016400000000000005,NA,NA,NA,0.053653333333333345,288.98199158,288.825256347656,8128104,1.43193773264173,ENF
NL-Loo,2007-09-09,1.0045665978692122,FALSE,cLS,0.02494,NA,NA,0.0309,0.18918666666666664,0.1022,0.043566666666666656,287.4386596733333,287.471588134766,10711998,2.05534139154622,ENF
NL-Loo,2007-09-10,0.9984468232612074,FALSE,cLS,NA,0.1906,0.01472,0.0309,NA,0.1016,NA,289.64532876999994,287.584777832031,9405364,0,ENF
NL-Loo,2007-09-11,0.9954411083027004,FALSE,cLS,NA,0.2139,0.01858,NA,0.2008,0.1004,0.0497,290.65399068,287.402008056641,11037946,1.07833581911436,ENF
NL-Loo,2007-09-12,0.9998183767542204,FALSE,cLS,0.031580000000000004,NA,0.01688,0.0378,0.21677333333333332,NA,0.05861333333333332,288.1519948333334,287.621948242188,9287020,1.58563859397617,ENF
NL-Loo,2007-09-14,1.000117647825855,FALSE,cLS,0.03146,0.2034,NA,NA,0.20622000000000001,0.0931,NA,NA,286.757965087891,8617346,2.45871371503597,ENF
NL-Loo,2007-09-15,0.9964497656598994,FALSE,cLS,0.028820000000000002,NA,0.015599999999999998,0.0374,0.1968666666666667,0.0927,0.05338,289.7499959333333,286.137115478516,11869954,3.72349308429918,ENF
NL-Loo,2007-09-16,0.997039533212439,FALSE,cLS,0.028519999999999997,0.2004,NA,0.0372,0.20210000000000003,0.0922,0.05020000000000001,291.5113281233334,288.882843017578,11802066,4.97858186271884,ENF
NL-Loo,2007-09-17,1.0080332006426955,FALSE,cLS,0.02994,0.199,0.01936,0.037,0.20876666666666666,0.0919,0.05127333333333333,287.2373280933333,286.886138916016,1700058,1.54180524592235,ENF
NL-Loo,2007-09-18,0.9908156500039286,FALSE,cLS,NA,0.1976,0.017719999999999996,0.0367,NA,NA,0.049159999999999995,287.2299957,284.128204345703,13956558,0,ENF
NL-Loo,2007-09-19,0.9946748872839348,FALSE,cLS,0.030199999999999998,0.196,0.01644,0.0348,NA,0.0911,0.04613333333333333,287.6006601966667,285.261169433594,10571972,0,ENF
NL-Loo,2007-09-20,1.0021233913650227,FALSE,cLS,0.027700000000000002,NA,0.015179999999999999,0.0346,0.2055533333333333,0.0907,NA,287.94532675,287.961151123047,7177536,0,ENF
NL-Loo,2007-09-21,0.9982387076349752,FALSE,cLS,NA,0.193,0.016700000000000003,NA,0.19346,0.0904,0.047806666666666664,289.15532735,288.770111083984,8537888,0.154957949929298,ENF
NL-Loo,2007-09-22,1.0002961353819015,FALSE,cLS,NA,0.1916,0.0159,0.0343,0.1887333333333334,0.09,0.048606666666666666,287.7279927633333,288.12109375,8853020,1.1809457278352,ENF
NL-Loo,2007-09-23,0.9960691318415972,FALSE,cLS,0.0256,NA,0.01676,0.0342,0.18791333333333332,NA,0.043173333333333334,294.63998415000003,289.203643798828,12688738,2.42124841796866,ENF
NL-Loo,2007-09-24,0.999602618508738,FALSE,cLS,0.027039999999999998,0.1929,0.017,0.0347,0.19003333333333336,NA,0.048780000000000004,NA,287.818389892578,8042837.5,0,ENF
NL-Loo,2007-09-25,0.9986743468692232,FALSE,cLS,NA,0.194,NA,0.033,0.22562068965517243,32767,0.08184137931034484,283.71066081000004,284.807891845703,9216652,0,ENF
NL-Loo,2007-09-26,0.999785831956318,FALSE,cLS,0.046844444444444445,NA,0.02393333333333333,0.0329,0.2305034482758621,NA,0.0898206896551724,NA,283.461517333984,9677106,0,ENF
NL-Loo,2007-09-28,0.9930401534942784,FALSE,cLS,0.6416333333333333,32767,NA,32767,0.18389655172413796,32767,NA,286.72665811666667,286.541198730469,5965468,0,ENF
NL-Loo,2007-09-29,0.9934040004716258,FALSE,cLS,0.6416333333333333,NA,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,284.4479929666667,285.390716552734,2030634,0,ENF
NL-Loo,2007-09-30,0.9910677391183847,FALSE,cLS,0.03476,0.2039,NA,0.0398,0.21732666666666667,0.0963,0.061520000000000005,NA,285.027038574219,6952732.5,0,ENF
NL-Loo,2007-10-01,0.9954710586938283,FALSE,cLS,0.03824,0.2025,NA,0.0397,0.21588,NA,NA,283.2273264566667,284.306243896484,5069903,0.395038366952292,ENF
NL-Loo,2007-10-02,0.9939525452938404,FALSE,cLS,NA,0.201,NA,NA,NA,0.0956,0.05934000000000001,283.94399414666674,285.787292480469,5900136.5,0.754855236449089,ENF
NL-Loo,2007-10-03,0.9896141200541112,FALSE,cLS,NA,0.1983,0.017920000000000002,NA,0.2041133333333333,0.096,0.05278000000000001,285.88266094,287.347900390625,3403197,0,ENF
NL-Loo,2007-10-04,0.9865002080420237,FALSE,cLS,0.03508,0.1968,0.01926,0.039,0.2048,0.0957,0.06294,287.18532715666663,286.490020751953,6750988.5,0,ENF
NL-Loo,2007-10-05,0.9810511717147118,FALSE,cLS,NA,NA,0.019459999999999998,0.0389,0.20075333333333337,0.0953,0.05650666666666668,NA,284.886810302734,7029127.5,0.23609218977225,ENF
NL-Loo,2007-10-06,0.9764447495929482,FALSE,cLS,0.0243,0.1778,0.014660000000000001,NA,NA,0.098,NA,288.70999144999996,285.430358886719,7227397,0.37339694223499,ENF
NL-Loo,2007-10-07,0.9771850853578372,FALSE,cLS,0.0265,0.1782,0.0134,0.0326,NA,NA,0.0393,NA,284.769836425781,10512002,0.738916219820623,ENF
NL-Loo,2007-10-08,0.9851125996700018,FALSE,cLS,NA,0.1787,0.0147,0.0333,0.1811,0.101,0.0407,284.0913269,284.443206787109,6451669.5,0.931717509526379,ENF
NL-Loo,2007-10-09,0.9897023272989328,FALSE,cLS,0.0276,0.1786,NA,0.0334,0.181,NA,0.0407,285.7666585333334,284.8701171875,5994781.5,1.134250581716,ENF
NL-Loo,2007-10-10,0.9839211209421884,FALSE,cLS,0.0276,NA,0.0147,0.0334,NA,NA,NA,289.31999210000004,285.405059814453,7926872,1.53063186488919,ENF
NL-Loo,2007-10-11,0.9844959617260608,FALSE,cLS,0.0277,0.1782,0.0147,0.0334,NA,0.101,NA,286.17332866,284.208160400391,6785778,1.76886391379577,ENF
NL-Loo,2007-10-12,0.9906458336863868,FALSE,cLS,0.0277,0.1779,0.0147,0.0335,0.1808,0.1009,NA,286.73665873000004,286.564666748047,5420296,2.02023206389049,ENF
NL-Loo,2007-10-13,0.984698387087424,FALSE,cLS,0.0277,0.1776,0.0146,0.0335,0.1807,0.1009,0.0408,289.4799957,283.980102539062,6512230,2.41344251202025,ENF
NL-Loo,2007-10-14,0.9859214779914788,FALSE,cLS,0.0278,0.1774,0.0147,0.0336,0.1806,0.1008,0.0409,NA,283.707061767578,10508596,2.8284757341379,ENF
NL-Loo,2007-10-15,0.9890321017138608,FALSE,cLS,0.0279,NA,0.015,0.0336,0.1815,0.1008,0.041,290.33000185000003,285.466766357422,7635372,3.0313649353489,ENF
NL-Loo,2007-10-16,0.9903053041464268,FALSE,cLS,0.028,0.1778,0.015,NA,0.1809,0.1004,0.0412,289.58999635,286.658660888672,8655060,3.01462235650456,ENF
NL-Loo,2007-10-17,0.9971856212419458,FALSE,cLS,0.028,0.1776,0.015,0.0334,0.1807,NA,0.0411,285.09999288000006,285.082946777344,1575386,0,ENF
NL-Loo,2007-10-18,0.9864684473288344,FALSE,cLS,NA,NA,0.0149,0.0334,NA,NA,0.0409,282.19000244999995,282.446502685547,7636724,0,ENF
NL-Loo,2007-10-19,0.9932037547549536,FALSE,cLS,0.0273,0.175,0.0146,NA,0.1806,NA,0.0417,282.87732747,281.775543212891,6151582,0.00254310351164116,ENF
NL-Loo,2007-10-20,0.9956517377748032,FALSE,cLS,0.0273,0.1748,0.0146,0.0327,NA,0.0991,0.0415,282.15399271,279.185821533203,9350368,0.41393709149213,ENF
NL-Loo,2007-10-21,1.001776766941338,FALSE,cLS,NA,0.1747,0.0145,0.0327,0.1801,0.0987,0.0413,282.24399414000004,282.021118164062,2739412,0.527945188100659,ENF
NL-Loo,2007-10-24,1.004207642170304,FALSE,cLS,0.02656,0.1756,0.01476,0.0316,0.18452000000000002,0.0933,0.043386666666666664,NA,280.643280029297,3006880,1.30518811378363,ENF
NL-Loo,2007-10-25,1.0091294653908751,FALSE,cLS,NA,0.1755,0.01598,0.0316,NA,NA,NA,279.8599944933333,281.250091552734,1927756,0.613436262412335,ENF
NL-Loo,2007-10-26,1.0079887809297108,FALSE,cLS,0.02654,NA,0.014900000000000002,0.0316,0.17439333333333332,0.0926,0.044333333333333336,282.06666055666665,281.11865234375,3636678,0.137491758599481,ENF
NL-Loo,2007-10-27,1.009329220405266,FALSE,cLS,0.02742,0.1751,0.01476,0.0316,0.17382666666666668,0.0923,0.04464,280.01266071000003,281.882537841797,3251332,0.0328571833826455,ENF
NL-Loo,2007-10-28,0.996480068567705,FALSE,cLS,0.02762,NA,NA,0.0316,NA,0.0919,0.043046666666666664,283.5466593533334,282.933929443359,2734296,0,ENF
NL-Loo,2007-10-29,0.9995162701915468,FALSE,cLS,0.02468,0.1747,0.015340000000000001,0.0316,0.17994000000000004,NA,0.04494666666666666,279.89466144333335,282.283233642578,689090,0,ENF
NL-Loo,2007-10-30,0.9878844871859412,FALSE,cLS,0.026239999999999996,0.1749,NA,0.0316,0.18313333333333331,NA,0.04258666666666667,283.20999144999996,280.841735839844,6231836,0,ENF
NL-Loo,2007-10-31,0.9944979118798096,FALSE,cLS,NA,NA,0.01474,0.0322,0.17925999999999995,0.0934,0.04251333333333333,NA,281.988067626953,3583416,0.042551760890717,ENF
NL-Loo,2007-11-01,0.9940122462593082,FALSE,cLS,NA,32767,NA,32767,0.18389655172413796,32767,0.03489655172413793,284.4479929666667,284.934692382812,3212268,0,ENF
NL-Loo,2007-11-02,0.9922522176288476,FALSE,cLS,NA,32767,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,284.66599324999993,285.904876708984,871348,0,ENF
NL-Loo,2007-11-03,0.9919607742559418,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,283.9579925566667,284.842407226562,1923748,0,ENF
NL-Loo,2007-11-04,0.9962135020139667,FALSE,cLS,0.6416333333333333,NA,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,280.35466410000004,281.753295898438,3702592,0,ENF
NL-Loo,2007-11-05,0.9962136860677324,FALSE,cLS,0.6416333333333333,NA,0.5824666666666666,32767,NA,32767,0.03489655172413793,278.7333302833333,281.626373291016,3137788,0,ENF
NL-Loo,2007-11-06,0.9910399894927588,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,32767,0.03489655172413793,NA,281.181365966797,5041732,0,ENF
NL-Loo,2007-11-08,0.9909440524532472,FALSE,cLS,0.02732,0.1698,0.01566,0.0316,NA,0.0833,0.04188,282.56866047333335,281.938293457031,2816728,0,ENF
NL-Loo,2007-11-10,0.9754288941936068,FALSE,cLS,0.027379999999999998,0.1691,0.01584,NA,0.1817666666666667,NA,0.05223333333333335,280.73865763,280.647491455078,4266000,0,ENF
NL-Loo,2007-11-11,0.9739279759998404,FALSE,cLS,NA,NA,0.01656,0.0311,0.17841333333333337,0.0815,0.04708666666666666,281.56465963,280.473693847656,4436864,0,ENF
NL-Loo,2007-11-12,0.9773168647392072,FALSE,cLS,NA,NA,0.01648,0.0311,NA,0.0809,NA,278.61000060000003,279.105712890625,4952648,0,ENF
NL-Loo,2007-11-20,0.981529498612155,FALSE,cLS,0.0219,0.1669,NA,0.0276,0.17099999999999999,NA,0.03825333333333334,NA,280.109466552734,2155576,0,ENF
NL-Loo,2007-11-21,0.9857301114783832,FALSE,cLS,NA,0.1651,0.012919999999999997,NA,0.1715266666666667,0.0765,0.03619333333333333,280.9406595766667,281.887542724609,924016,0,ENF
NL-Loo,2007-11-22,0.972381395563116,FALSE,cLS,NA,0.1648,0.01176,0.0276,0.17001333333333335,0.0762,0.04032666666666666,NA,281.077239990234,3868062,0,ENF
NL-Loo,2007-11-23,0.9879847108892574,FALSE,cLS,0.02454,0.1646,0.015000000000000003,0.0276,0.18277333333333337,0.0757,0.04635999999999999,278.9393269866667,278.876495361328,2892512,0,ENF
NL-Loo,2007-11-25,0.980710022268666,FALSE,cLS,0.023,NA,0.01298,0.0265,0.18203333333333335,0.0776,0.04599333333333333,NA,279.157196044922,3323926,0,ENF
NL-Loo,2007-11-29,0.9913345206813649,FALSE,cLS,0.0247,NA,0.01394,0.0291,0.17616,0.076,0.04498,278.2433278333334,279.306671142578,917946,0,ENF
NL-Loo,2007-11-30,0.9872036679459844,FALSE,cLS,0.0253,0.1629,0.01336,NA,0.17477333333333334,0.0756,0.041159999999999995,278.9386616966667,280.102600097656,723812,0,ENF
NL-Loo,2007-12-01,0.9734886371685594,FALSE,cLS,NA,32767,0.5824666666666666,32767,NA,NA,0.03489655172413793,280.76532898,281.162109375,3362020,0,ENF
NL-Loo,2007-12-03,0.9835159862818528,FALSE,cLS,0.6416333333333333,NA,0.5824666666666666,32767,NA,32767,0.03489655172413793,NA,279.245361328125,2900432,0,ENF
NL-Loo,2007-12-04,0.9857490033757788,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,NA,NA,32767,NA,NA,279.868194580078,2255092,0,ENF
NL-Loo,2007-12-05,0.980730425831344,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,0.03489655172413793,281.36666056666667,283.8251953125,489736,0,ENF
NL-Loo,2007-12-06,0.9833482220874848,FALSE,cLS,0.6416333333333333,NA,NA,32767,NA,NA,0.03489655172413793,279.52933043666667,282.801910400391,741720,0,ENF
NL-Loo,2007-12-07,0.9836991926538734,FALSE,cLS,NA,NA,0.5824666666666666,32767,NA,32767,NA,280.1206634533333,281.825653076172,2107624,0,ENF
NL-Loo,2007-12-08,0.990686087233967,FALSE,cLS,0.6416333333333333,32767,NA,32767,NA,32767,0.03489655172413793,NA,278.573089599609,2027684,0,ENF
NL-Loo,2007-12-09,0.9830303961763204,FALSE,cLS,0.03608,0.1629,0.023299999999999998,NA,0.18014666666666662,0.083,0.06358,279.77998349999996,279.790069580078,2886908,0,ENF
NL-Loo,2007-12-10,0.9910702958238944,FALSE,cLS,0.0433,0.1628,NA,0.0402,0.18448000000000003,0.0827,0.06263333333333333,278.90932617,278.842926025391,1743696,0,ENF
NL-Loo,2007-12-28,0.9738400078150544,FALSE,cLS,0.06267777777777778,0.1718,NA,0.0515,0.24478965517241377,NA,0.14896206896551728,NA,279.514617919922,2498928,0,ENF
NL-Loo,2007-12-29,0.9777253497045592,FALSE,cLS,0.05588,0.1718,0.031279999999999995,0.0514,0.20616000000000004,0.0562,0.09780666666666665,279.44999695,278.788421630859,2486576,0,ENF
NL-Loo,2007-12-30,0.980242895595998,FALSE,cLS,0.04820000000000001,0.1676,0.0222,0.0427,0.20114666666666667,0.0856,0.07396,NA,277.827911376953,2081616,0,ENF
NL-Loo,2008-01-05,0.9807216012055604,FALSE,cLS,0.04344,0.1666,0.02172,0.0406,0.17763333333333334,0.0882,0.057133333333333335,278.1433278333334,279.447235107422,2180384,0,ENF
NL-Loo,2008-01-07,0.9822047598541032,FALSE,cLS,0.03808,0.1692,0.020319999999999998,0.0391,NA,NA,0.05653333333333334,278.1126617366666,279.262664794922,2395824,0,ENF
NL-Loo,2008-01-08,0.9854845697749308,FALSE,cLS,NA,NA,0.02096,0.0391,NA,0.0897,0.05100666666666667,278.15999450333334,278.505584716797,2407452,0,ENF
NL-Loo,2008-01-09,0.98196076132651,FALSE,cLS,0.03426,NA,NA,0.0391,0.1769466666666667,0.0902,0.054526666666666675,279.15332742666675,279.083099365234,2325016,0,ENF
NL-Loo,2008-01-10,0.9787562094693152,FALSE,cLS,0.039259999999999996,0.1703,0.02336,0.0391,0.18581333333333336,0.0906,0.06298666666666668,279.9366587333334,280.357208251953,2736184,0,ENF
NL-Loo,2008-01-11,0.9800938459029532,FALSE,cLS,NA,0.1708,0.018260000000000002,0.0359,NA,NA,0.05088666666666666,281.4633270166667,282.482971191406,1853148,0,ENF
NL-Loo,2008-01-12,0.9872365833347724,FALSE,cLS,0.02942,0.1712,0.016739999999999998,0.036,NA,0.0741,0.04578666666666667,NA,278.551727294922,2375528,0,ENF
NL-Loo,2008-01-13,0.990598065283638,FALSE,cLS,0.03166,NA,0.01808,NA,0.1763266666666667,0.0745,NA,279.3533264133333,277.892913818359,2154992,0,ENF
NL-Loo,2008-01-14,0.9835205682107316,FALSE,cLS,NA,0.1722,0.025344444444444447,NA,0.2279103448275862,32767,0.1092241379310345,NA,279.155944824219,3360544,0,ENF
NL-Loo,2008-01-16,0.9846325241595256,FALSE,cLS,NA,0.1936,0.023500000000000004,0.0341,0.2286344827586207,32767,0.09307241379310344,NA,279.371704101562,3480364,0,ENF
NL-Loo,2008-01-18,0.9870674504947072,FALSE,cLS,0.04502222222222223,0.1947,NA,NA,0.2268758620689655,NA,0.08381724137931033,279.44732767999994,281.688568115234,1969796,0,ENF
NL-Loo,2008-01-24,0.9990708448645592,FALSE,cLS,0.06833333333333333,0.2007,0.033633333333333335,0.0581,0.2628172413793104,NA,NA,NA,280.963531494141,553512,0,ENF
NL-Loo,2008-01-25,1.0015378795178742,FALSE,cLS,0.06516666666666666,0.2009,0.0322,NA,NA,32767,0.15238965517241382,281.26465759333337,279.003356933594,4042818,0,ENF
NL-Loo,2008-01-26,0.98861384281154,FALSE,cLS,0.01982,0.1867,NA,0.0241,0.1801,NA,0.03526666666666667,282.47932536,280.706207275391,4600932,0,ENF
NL-Loo,2008-01-27,0.9937194244183588,FALSE,cLS,0.01904,0.1864,NA,0.024,0.19175333333333333,0.0377,NA,NA,281.278961181641,3888440,0,ENF
NL-Loo,2008-01-28,0.9979596437193076,FALSE,cLS,NA,0.186,NA,0.0238,0.19514,0.0378,NA,281.2319936133334,280.220794677734,1975056,0,ENF
NL-Loo,2008-01-29,1.0093308042460356,FALSE,cLS,0.017820000000000003,0.1857,0.0114,0.0236,0.18408,0.038,NA,279.08466085,278.765411376953,1729670,0,ENF
NL-Loo,2008-02-01,1.007854485386063,FALSE,cLS,0.03218,0.1591,0.0167,0.0301,0.17559333333333335,0.0828,NA,279.5293263699999,277.997741699219,5063316,0,ENF
NL-Loo,2008-02-23,1.0029250249012849,FALSE,cLS,0.0223,0.1392,0.0136,0.0263,0.1345,0.0913,0.03828,280.6273295066666,281.425567626953,6411226,0,ENF
NL-Loo,2008-02-24,1.0039378999157145,FALSE,cLS,NA,NA,NA,NA,0.1583,0.0778,NA,283.1133270266667,281.906616210938,7799416,0,ENF
NL-Loo,2008-02-25,0.9907753619256474,FALSE,cLS,NA,NA,0.00596,0.0196,0.13431333333333334,0.0735,0.024993333333333336,NA,280.66259765625,9811174,0,ENF
NL-Loo,2008-02-26,1.0081927758271576,FALSE,cLS,0.01634,0.0835,0.00708,0.0134,0.10288666666666664,NA,0.027299999999999998,279.95266216,282.721343994141,2021122,0,ENF
NL-Loo,2008-02-27,1.0046459415159796,FALSE,cLS,NA,0.0732,0.00824,0.0116,NA,NA,0.0283,281.2900085,279.568664550781,8183666,0,ENF
NL-Loo,2008-02-28,1.009211399389588,FALSE,cLS,0.018,0.0966,0.0074800000000000005,0.0157,0.10925333333333333,0.06,0.026433333333333333,279.92532857333333,279.819152832031,5724272,0,ENF
NL-Loo,2008-02-29,0.9958659404992648,FALSE,cLS,0.018219999999999997,NA,NA,NA,0.10613333333333334,0.0602,0.026226666666666662,NA,280.307159423828,5851964,0,ENF
NL-Loo,2008-03-01,0.9938255659288582,FALSE,cLS,0.01588,0.1002,0.008819999999999998,NA,0.10332666666666665,0.0605,NA,NA,281.738189697266,9349206,0,ENF
NL-Loo,2008-03-02,1.0047768866602595,FALSE,cLS,0.022059999999999996,0.1777,0.01404,NA,NA,NA,0.042460000000000005,NA,281.941314697266,8807876,0,ENF
NL-Loo,2008-03-05,1.0152869987442985,FALSE,cLS,0.01678,0.1065,0.007520000000000001,0.0172,NA,NA,0.03130666666666667,274.41999815,275.69580078125,9863665,0.0586893180659875,ENF
